Time (ms),GROOV-EPIC:M7_CA.Value
36.02,863.641
36.04,863.641
36.06,863.641
36.08,863.641
36.10,863.641
36.12,863.641
36.14,863.641
36.16,863.641
36.18,863.641
36.20,863.781
36.22,863.781
36.24,863.781
36.26,863.781
36.28,863.781
36.30,863.781
36.32,863.781
36.34,863.781
36.36,863.781
36.38,863.781
36.40,863.781
36.42,863.781
36.44,863.781
36.46,864.016
36.48,864.016
36.50,864.016
36.52,864.016
36.54,864.016
36.56,864.016
36.58,864.016
36.60,864.016
36.62,864.016
36.64,864.016
36.66,864.016
36.68,864.297
36.70,864.297
36.72,864.297
36.74,864.297
36.76,864.297
36.78,864.297
36.80,864.297
36.82,864.297
36.84,864.297
36.86,864.297
36.88,864.297
36.90,864.422
36.92,864.422
36.94,864.422
36.96,864.422
36.98,864.422
37.00,864.422
37.02,864.422
37.04,864.422
37.06,864.422
37.08,864.422
37.10,864.422
37.12,864.422
37.14,864.422
37.16,864.328
37.18,864.328
37.20,864.328
37.22,864.328
37.24,864.328
37.26,864.328
37.28,864.328
37.30,864.328
37.32,864.328
37.34,864.328
37.36,864.367
37.38,864.367
37.40,864.367
37.42,864.367
37.44,864.367
37.46,864.367
37.48,864.367
37.50,864.367
37.52,864.367
37.54,864.367
37.56,864.367
37.58,864.391
37.60,864.391
37.62,864.391
37.64,864.391
37.66,864.391
37.68,864.391
37.70,864.391
37.72,864.391
37.74,864.391
37.76,864.391
37.78,864.391
37.80,864.391
37.82,864.141
37.84,864.141
37.86,864.141
37.88,864.141
37.90,864.141
37.92,864.141
37.94,864.141
37.96,864.141
37.98,864.141
38.00,864.141
38.02,864.141
38.04,864.078
38.06,864.078
38.08,864.078
38.10,864.078
38.12,864.078
38.14,864.078
38.16,864.078
38.18,864.078
38.20,864.078
38.22,864.078
38.24,863.797
38.26,863.797
38.28,863.797
38.30,863.797
38.32,863.797
38.34,863.797
38.36,863.797
38.38,863.797
38.40,863.797
38.42,863.797
38.44,863.797
38.46,863.797
38.48,863.797
38.50,863.797
38.52,863.828
38.54,863.828
38.56,863.828
38.58,863.828
38.60,863.828
38.62,863.828
38.64,863.828
38.66,863.828
38.68,863.828
38.70,864.188
38.72,864.188
38.74,864.188
38.76,864.188
38.78,864.188
38.80,864.188
38.82,864.188
38.84,864.188
38.86,864.188
38.88,864.188
38.90,864.188
38.92,864.188
38.94,864.188
38.96,864.188
38.98,864.266
39.00,864.266
39.02,864.266
39.04,864.266
39.06,864.266
39.08,864.266
39.10,864.266
39.12,864.266
39.14,864.266
39.16,864.484
39.18,864.484
39.20,864.484
39.22,864.484
39.24,864.484
39.26,864.484
39.28,864.484
39.30,864.484
39.32,864.484
39.34,864.484
39.36,864.484
39.38,864.484
39.40,864.438
39.42,864.438
39.44,864.438
39.46,864.438
39.48,864.438
39.50,864.438
39.52,864.438
39.54,864.438
39.56,864.438
39.58,864.438
39.60,864.461
39.62,864.461
39.64,864.461
39.66,864.461
39.68,864.461
39.70,864.461
39.72,864.461
39.74,864.461
39.76,864.461
39.78,864.461
39.80,864.461
39.82,864.641
39.84,864.641
39.86,864.641
39.88,864.641
39.90,864.641
39.92,864.641
39.94,864.641
39.96,864.641
39.98,864.641
40.00,864.641
40.02,864.508
40.04,864.508
40.06,864.508
40.08,864.508
40.10,864.508
40.12,864.508
40.14,864.508
40.16,864.508
40.18,864.508
40.20,864.508
40.22,864.508
40.24,864.625
40.26,864.625
40.28,864.625
40.30,864.625
40.32,864.625
40.34,864.625
40.36,864.625
40.38,864.625
40.40,864.625
40.42,981.516
40.44,981.516
40.46,981.516
40.48,981.516
40.50,981.516
40.52,981.516
40.54,981.516
40.56,981.516
40.58,981.516
40.60,981.516
40.62,981.516
40.64,1164.664
40.66,1164.664
40.68,1164.664
40.70,1164.664
40.72,1164.664
40.74,1164.664
40.76,1164.664
40.78,1164.664
40.80,1164.664
40.82,1164.664
40.84,1367.813
40.86,1367.813
40.88,1367.813
40.90,1367.813
40.92,1367.813
40.94,1367.813
40.96,1367.813
40.98,1367.813
41.00,1367.813
41.02,1367.813
41.04,1367.813
41.06,1367.813
41.08,1578.289
41.10,1578.289
41.12,1578.289
41.14,1578.289
41.16,1578.289
41.18,1578.289
41.20,1578.289
41.22,1578.289
41.24,1578.289
41.26,1578.289
41.28,1578.289
41.30,1578.289
41.32,1673.828
41.34,1673.828
41.36,1673.828
41.38,1673.828
41.40,1673.828
41.42,1673.828
41.44,1673.828
41.46,1673.828
41.48,1673.828
41.50,1673.828
41.52,1673.828
41.54,1703.125
41.56,1703.125
41.58,1703.125
41.60,1703.125
41.62,1703.125
41.64,1703.125
41.66,1703.125
41.68,1703.125
41.70,1703.125
41.72,1703.125
41.74,1712.766
41.76,1712.766
41.78,1712.766
41.80,1712.766
41.82,1712.766
41.84,1712.766
41.86,1712.766
41.88,1712.766
41.90,1712.766
41.92,1712.766
41.94,1712.766
41.96,1714.789
41.98,1714.789
42.00,1714.789
42.02,1714.789
42.04,1714.789
42.06,1714.789
42.08,1714.789
42.10,1714.789
42.12,1714.789
42.14,1714.789
42.16,1714.789
42.18,1714.789
42.20,1714.789
42.22,1715.102
42.24,1715.102
42.26,1715.102
42.28,1715.102
42.30,1715.102
42.32,1715.102
42.34,1715.102
42.36,1715.102
42.38,1715.102
42.40,1715.102
42.42,1715.102
42.44,1715.102
42.46,1715.344
42.48,1715.344
42.50,1715.344
42.52,1715.344
42.54,1715.344
42.56,1715.344
42.58,1715.344
42.60,1715.344
42.62,1715.344
42.64,1715.344
42.66,1715.664
42.68,1715.664
42.70,1715.664
42.72,1715.664
42.74,1715.664
42.76,1715.664
42.78,1715.664
42.80,1715.664
42.82,1715.664
42.84,1715.664
42.86,1715.984
42.88,1715.984
42.90,1715.984
42.92,1715.984
42.94,1715.984
42.96,1715.984
42.98,1715.984
43.00,1715.984
43.02,1715.984
43.04,1715.984
43.06,1715.984
43.08,1715.984
43.10,1715.984
43.12,1715.984
43.14,1715.984
43.16,1716.086
43.18,1716.086
43.20,1716.086
43.22,1716.086
43.24,1716.086
43.26,1716.086
43.28,1716.086
43.30,1716.086
43.32,1716.086
43.34,1716.086
43.36,1715.828
43.38,1715.828
43.40,1715.828
43.42,1715.828
43.44,1715.828
43.46,1715.828
43.48,1715.828
43.50,1715.828
43.52,1715.828
43.54,1715.828
43.56,1715.828
43.58,1715.828
43.60,1715.828
43.62,1715.453
43.64,1715.453
43.66,1715.453
43.68,1715.453
43.70,1715.453
43.72,1715.453
43.74,1715.453
43.76,1715.453
43.78,1715.453
43.80,1715.125
43.82,1715.125
43.84,1715.125
43.86,1715.125
43.88,1715.125
43.90,1715.125
43.92,1715.125
43.94,1715.125
43.96,1715.125
43.98,1715.125
44.00,1715.125
44.02,1715.125
44.04,1715.125
44.06,1714.648
44.08,1714.648
44.10,1714.648
44.12,1714.648
44.14,1714.648
44.16,1714.648
44.18,1714.648
44.20,1714.648
44.22,1714.648
44.24,1714.648
44.26,1714.648
44.28,1714.648
44.30,1714.438
44.32,1714.438
44.34,1714.438
44.36,1714.438
44.38,1714.438
44.40,1714.438
44.42,1714.438
44.44,1714.438
44.46,1714.438
44.48,1714.438
44.50,1714.438
44.52,1714.445
44.54,1714.445
44.56,1714.445
44.58,1714.445
44.60,1714.445
44.62,1714.445
44.64,1714.445
44.66,1714.445
44.68,1714.445
44.70,1714.445
44.72,1714.445
44.74,1714.563
44.76,1714.563
44.78,1714.563
44.80,1714.563
44.82,1714.563
44.84,1714.563
44.86,1714.563
44.88,1714.563
44.90,1714.563
44.92,1714.563
44.94,1714.648
44.96,1714.648
44.98,1714.648
45.00,1714.648
45.02,1714.648
45.04,1714.648
45.06,1714.648
45.08,1714.648
45.10,1714.648
45.12,1714.648
45.14,1714.648
45.16,1714.648
45.18,1714.648
45.20,1714.984
45.22,1714.984
45.24,1714.984
45.26,1714.984
45.28,1714.984
45.30,1714.984
45.32,1714.984
45.34,1714.984
45.36,1714.984
45.38,1714.984
45.40,1714.984
45.42,1715.438
45.44,1715.438
45.46,1715.438
45.48,1715.438
45.50,1715.438
45.52,1715.438
45.54,1715.438
45.56,1715.438
45.58,1715.438
45.60,1715.438
45.62,1715.438
45.64,1715.438
45.66,1715.438
45.68,1715.688
45.70,1715.688
45.72,1715.688
45.74,1715.688
45.76,1715.688
45.78,1715.688
45.80,1715.688
45.82,1715.688
45.84,1715.688
45.86,1715.688
45.88,1715.688
45.90,1715.688
45.92,1715.852
45.94,1715.852
45.96,1715.852
45.98,1715.852
46.00,1715.852
46.02,1715.852
46.04,1715.852
46.06,1715.852
46.08,1715.852
46.10,1715.852
46.12,1715.852
46.14,1715.852
46.16,1716
46.18,1716
46.20,1716
46.22,1716
46.24,1716
46.26,1716
46.28,1716
46.30,1716
46.32,1716
46.34,1716
46.36,1716
46.38,1716
46.40,1715.953
46.42,1715.953
46.44,1715.953
46.46,1715.953
46.48,1715.953
46.50,1715.953
46.52,1715.953
46.54,1715.953
46.56,1715.953
46.58,1715.953
46.60,1715.953
46.62,1715.953
46.64,1715.547
46.66,1715.547
46.68,1715.547
46.70,1715.547
46.72,1715.547
46.74,1715.547
46.76,1715.547
46.78,1715.547
46.80,1715.547
46.82,1715.547
46.84,1715.547
46.86,1715.547
46.88,1715.461
46.90,1715.461
46.92,1715.461
46.94,1715.461
46.96,1715.461
46.98,1715.461
47.00,1715.461
47.02,1715.461
47.04,1715.461
47.06,1715.461
47.08,1715.461
47.10,1715.461
47.12,1715.188
47.14,1715.188
47.16,1715.188
47.18,1715.188
47.20,1715.188
47.22,1715.188
47.24,1715.188
47.26,1715.188
47.28,1715.188
47.30,1715.188
47.32,1715.188
47.34,1714.672
47.36,1714.672
47.38,1714.672
47.40,1714.672
47.42,1714.672
47.44,1714.672
47.46,1714.672
47.48,1714.672
47.50,1714.672
47.52,1714.672
47.54,1714.672
47.56,1714.672
47.58,1714.672
47.60,1714.578
47.62,1714.578
47.64,1714.578
47.66,1714.578
47.68,1714.578
47.70,1714.578
47.72,1714.578
47.74,1714.578
47.76,1714.578
47.78,1714.602
47.80,1714.602
47.82,1714.602
47.84,1714.602
47.86,1714.602
47.88,1714.602
47.90,1714.602
47.92,1714.602
47.94,1714.602
47.96,1714.602
47.98,1714.602
48.00,1714.602
48.02,1714.602
48.04,1714.602
48.06,1714.602
48.08,1714.602
48.10,1714.828
48.12,1714.828
48.14,1714.828
48.16,1714.828
48.18,1714.828
48.20,1714.828
48.22,1714.828
48.24,1714.828
48.26,1715.289
48.28,1715.289
48.30,1715.289
48.32,1715.289
48.34,1715.289
48.36,1715.289
48.38,1715.289
48.40,1715.289
48.42,1715.289
48.44,1715.289
48.46,1715.289
48.48,1715.289
48.50,1715.289
48.52,1715.422
48.54,1715.422
48.56,1715.422
48.58,1715.422
48.60,1715.422
48.62,1715.422
48.64,1715.422
48.66,1715.422
48.68,1715.422
48.70,1715.422
48.72,1715.477
48.74,1715.477
48.76,1715.477
48.78,1715.477
48.80,1715.477
48.82,1715.477
48.84,1715.477
48.86,1715.477
48.88,1715.477
48.90,1715.477
48.92,1715.477
48.94,1715.477
48.96,1715.734
48.98,1715.734
49.00,1715.734
49.02,1715.734
49.04,1715.734
49.06,1715.734
49.08,1715.734
49.10,1715.734
49.12,1715.734
49.14,1715.734
49.16,1715.734
49.18,1715.734
49.20,1715.734
49.22,1715.734
49.24,1715.563
49.26,1715.563
49.28,1715.563
49.30,1715.563
49.32,1715.563
49.34,1715.563
49.36,1715.563
49.38,1715.563
49.40,1715.563
49.42,1715.563
49.44,1715.297
49.46,1715.297
49.48,1715.297
49.50,1715.297
49.52,1715.297
49.54,1715.297
49.56,1715.297
49.58,1715.297
49.60,1715.297
49.62,1715.297
49.64,1715.031
49.66,1715.031
49.68,1715.031
49.70,1715.031
49.72,1715.031
49.74,1715.031
49.76,1715.031
49.78,1715.031
49.80,1715.031
49.82,1715.031
49.84,1715.031
49.86,1715.031
49.88,1714.75
49.90,1714.75
49.92,1714.75
49.94,1714.75
49.96,1714.75
49.98,1714.75
50.00,1714.75
50.02,1714.75
50.04,1714.75
50.06,1714.75
50.08,1714.75
50.10,1714.75
50.12,1714.5
50.14,1714.5
50.16,1714.5
50.18,1714.5
50.20,1714.5
50.22,1714.5
50.24,1714.5
50.26,1714.5
50.28,1714.5
50.30,1714.5
50.32,1714.5
50.34,1714.672
50.36,1714.672
50.38,1714.672
50.40,1714.672
50.42,1714.672
50.44,1714.672
50.46,1714.672
50.48,1714.672
50.50,1714.672
50.52,1714.672
50.54,1714.672
50.56,1714.672
50.58,1715.188
50.60,1715.188
50.62,1715.188
50.64,1715.188
50.66,1715.188
50.68,1715.188
50.70,1715.188
50.72,1715.188
50.74,1715.188
50.76,1715.32
50.78,1715.32
50.80,1715.32
50.82,1715.32
50.84,1715.32
50.86,1715.32
50.88,1715.32
50.90,1715.32
50.92,1715.32
50.94,1715.32
50.96,1715.32
50.98,1715.594
51.00,1715.594
51.02,1715.594
51.04,1715.594
51.06,1715.594
51.08,1715.594
51.10,1715.594
51.12,1715.594
51.14,1715.594
51.16,1715.594
51.18,1715.594
51.20,1715.594
51.22,1715.594
51.24,1715.594
51.26,1715.602
51.28,1715.602
51.30,1715.602
51.32,1715.602
51.34,1715.602
51.36,1715.602
51.38,1715.602
51.40,1715.602
51.42,1715.602
51.44,1715.602
51.46,1715.602
51.48,1715.602
51.50,1715.602
51.52,1714.984
51.54,1714.984
51.56,1714.984
51.58,1714.984
51.60,1714.984
51.62,1714.984
51.64,1714.984
51.66,1714.984
51.68,1714.984
51.70,1714.625
51.72,1714.625
51.74,1714.625
51.76,1714.625
51.78,1714.625
51.80,1714.625
51.82,1714.625
51.84,1714.625
51.86,1714.625
51.88,1714.625
51.90,1714.625
51.92,1714.625
51.94,1714.625
51.96,1714.578
51.98,1714.578
52.00,1714.578
52.02,1714.578
52.04,1714.578
52.06,1714.578
52.08,1714.578
52.10,1714.578
52.12,1714.578
52.14,1714.578
52.16,1714.578
52.18,1714.578
52.20,1714.734
52.22,1714.734
52.24,1714.734
52.26,1714.734
52.28,1714.734
52.30,1714.734
52.32,1714.734
52.34,1714.734
52.36,1714.734
52.38,1714.734
52.40,1714.734
52.42,1714.734
52.44,1714.734
52.46,1715.414
52.48,1715.414
52.50,1715.414
52.52,1715.414
52.54,1715.414
52.56,1715.414
52.58,1715.414
52.60,1715.414
52.62,1715.414
52.64,1715.414
52.66,1715.414
52.68,1715.797
52.70,1715.797
52.72,1715.797
52.74,1715.797
52.76,1715.797
52.78,1715.797
52.80,1715.797
52.82,1715.797
52.84,1715.797
52.86,1715.797
52.88,1715.797
52.90,1715.797
52.92,1715.797
52.94,1716.07
52.96,1716.07
52.98,1716.07
53.00,1716.07
53.02,1716.07
53.04,1716.07
53.06,1716.07
53.08,1716.07
53.10,1716.07
53.12,1716.07
53.14,1716.047
53.16,1716.047
53.18,1716.047
53.20,1716.047
53.22,1716.047
53.24,1716.047
53.26,1716.047
53.28,1716.047
53.30,1716.047
53.32,1716.047
53.34,1716.047
53.36,1716.047
53.38,1716.047
53.40,1715.617
53.42,1715.617
53.44,1715.617
53.46,1715.617
53.48,1715.617
53.50,1715.617
53.52,1715.617
53.54,1715.617
53.56,1715.617
53.58,1715.617
53.60,1715.289
53.62,1715.289
53.64,1715.289
53.66,1715.289
53.68,1715.289
53.70,1715.289
53.72,1715.289
53.74,1715.289
53.76,1715.289
53.78,1715.289
53.80,1714.914
53.82,1714.914
53.84,1714.914
53.86,1714.914
53.88,1714.914
53.90,1714.914
53.92,1714.914
53.94,1714.914
53.96,1714.914
53.98,1714.914
54.00,1714.914
54.02,1714.75
54.04,1714.75
54.06,1714.75
54.08,1714.75
54.10,1714.75
54.12,1714.75
54.14,1714.75
54.16,1714.75
54.18,1714.75
54.20,1714.75
54.22,1714.75
54.24,1714.672
54.26,1714.672
54.28,1714.672
54.30,1714.672
54.32,1714.672
54.34,1714.672
54.36,1714.672
54.38,1714.672
54.40,1714.672
54.42,1714.672
54.44,1714.672
54.46,1714.672
54.48,1714.711
54.50,1714.711
54.52,1714.711
54.54,1714.711
54.56,1714.711
54.58,1714.711
54.60,1714.711
54.62,1714.711
54.64,1714.711
54.66,1714.711
54.68,1714.711
54.70,1714.734
54.72,1714.734
54.74,1714.734
54.76,1714.734
54.78,1714.734
54.80,1714.734
54.82,1714.734
54.84,1714.734
54.86,1714.734
54.88,1714.734
54.90,1714.734
54.92,1714.734
54.94,1714.734
54.96,1715.008
54.98,1715.008
55.00,1715.008
55.02,1715.008
55.04,1715.008
55.06,1715.008
55.08,1715.008
55.10,1715.008
55.12,1715.008
55.14,1715.008
55.16,1715.461
55.18,1715.461
55.20,1715.461
55.22,1715.461
55.24,1715.461
55.26,1715.461
55.28,1715.461
55.30,1715.461
55.32,1715.461
55.34,1715.461
55.36,1715.461
55.38,1715.688
55.40,1715.688
55.42,1715.688
55.44,1715.688
55.46,1715.688
55.48,1715.688
55.50,1715.688
55.52,1715.688
55.54,1715.688
55.56,1715.688
55.58,1715.688
55.60,1715.688
55.62,1715.836
55.64,1715.836
55.66,1715.836
55.68,1715.836
55.70,1715.836
55.72,1715.836
55.74,1715.836
55.76,1715.836
55.78,1715.836
55.80,1715.836
55.82,1715.836
55.84,1715.836
55.86,1715.836
55.88,1715.734
55.90,1715.734
55.92,1715.734
55.94,1715.734
55.96,1715.734
55.98,1715.734
56.00,1715.734
56.02,1715.734
56.04,1715.734
56.06,1715.734
56.08,1715.375
56.10,1715.375
56.12,1715.375
56.14,1715.375
56.16,1715.375
56.18,1715.375
56.20,1715.375
56.22,1715.375
56.24,1715.375
56.26,1715.375
56.28,1715.375
56.30,1715.375
56.32,1715.375
56.34,1715.375
56.36,1715.063
56.38,1715.063
56.40,1715.063
56.42,1715.063
56.44,1715.063
56.46,1715.063
56.48,1715.063
56.50,1715.063
56.52,1715.063
56.54,1714.711
56.56,1714.711
56.58,1714.711
56.60,1714.711
56.62,1714.711
56.64,1714.711
56.66,1714.711
56.68,1714.711
56.70,1714.711
56.72,1714.711
56.74,1714.711
56.76,1714.711
56.78,1714.711
56.80,1715.023
56.82,1715.023
56.84,1715.023
56.86,1715.023
56.88,1715.023
56.90,1715.023
56.92,1715.023
56.94,1715.023
56.96,1715.023
56.98,1715.023
57.00,1715.141
57.02,1715.141
57.04,1715.141
57.06,1715.141
57.08,1715.141
57.10,1715.141
57.12,1715.141
57.14,1715.141
57.16,1715.141
57.18,1715.141
57.20,1715.141
57.22,1715.141
57.24,1715.344
57.26,1715.344
57.28,1715.344
57.30,1715.344
57.32,1715.344
57.34,1715.344
57.36,1715.344
57.38,1715.344
57.40,1715.344
57.42,1715.344
57.44,1715.734
57.46,1715.734
57.48,1715.734
57.50,1715.734
57.52,1715.734
57.54,1715.734
57.56,1715.734
57.58,1715.734
57.60,1715.734
57.62,1715.734
57.64,1715.734
57.66,1715.523
57.68,1715.523
57.70,1715.523
57.72,1715.523
57.74,1715.523
57.76,1715.523
57.78,1715.523
57.80,1715.523
57.82,1715.523
57.84,1715.523
57.86,1715.523
57.88,1715.523
57.90,1715.523
57.92,1715.594
57.94,1715.594
57.96,1715.594
57.98,1715.594
58.00,1715.594
58.02,1715.594
58.04,1715.594
58.06,1715.594
58.08,1715.594
58.10,1715.594
58.12,1715.594
58.14,1715.609
58.16,1715.609
58.18,1715.609
58.20,1715.609
58.22,1715.609
58.24,1715.609
58.26,1715.609
58.28,1715.609
58.30,1715.609
58.32,1715.609
58.34,1715.609
58.36,1715.086
58.38,1715.086
58.40,1715.086
58.42,1715.086
58.44,1715.086
58.46,1715.086
58.48,1715.086
58.50,1715.086
58.52,1715.086
58.54,1715.086
58.56,1715.086
58.58,1715.086
58.60,1714.891
58.62,1714.891
58.64,1714.891
58.66,1714.891
58.68,1714.891
58.70,1714.891
58.72,1714.891
58.74,1714.891
58.76,1714.891
58.78,1714.891
58.80,1714.891
58.82,1714.891
58.84,1714.672
58.86,1714.672
58.88,1714.672
58.90,1714.672
58.92,1714.672
58.94,1714.672
58.96,1714.672
58.98,1714.672
59.00,1714.672
59.02,1714.672
59.04,1714.672
59.06,1714.797
59.08,1714.797
59.10,1714.797
59.12,1714.797
59.14,1714.797
59.16,1714.797
59.18,1714.797
59.20,1714.797
59.22,1714.797
59.24,1714.797
59.26,1714.797
59.28,1715.453
59.30,1715.453
59.32,1715.453
59.34,1715.453
59.36,1715.453
59.38,1715.453
59.40,1715.453
59.42,1715.453
59.44,1715.453
59.46,1715.453
59.48,1715.453
59.50,1715.453
59.52,1715.547
59.54,1715.547
59.56,1715.547
59.58,1715.547
59.60,1715.547
59.62,1715.547
59.64,1715.547
59.66,1715.547
59.68,1715.547
59.70,1715.664
59.72,1715.664
59.74,1715.664
59.76,1715.664
59.78,1715.664
59.80,1715.664
59.82,1715.664
59.84,1715.664
59.86,1715.664
59.88,1715.664
59.90,1715.664
59.92,1715.602
59.94,1715.602
59.96,1715.602
59.98,1715.602
60.00,1715.602
60.02,1715.602
60.04,1715.602
60.06,1715.602
60.08,1715.602
60.10,1715.602
60.12,1715.602
60.14,1715.602
60.16,1715.602
60.18,1715.266
60.20,1715.266
60.22,1715.266
60.24,1715.266
60.26,1715.266
60.28,1715.266
60.30,1715.266
60.32,1715.266
60.34,1715.266
60.36,1715.266
60.38,1715.266
60.40,1715.266
60.42,1715.398
60.44,1715.398
60.46,1715.398
60.48,1715.398
60.50,1715.398
60.52,1715.398
60.54,1715.398
60.56,1715.398
60.58,1715.398
60.60,1715.398
60.62,1715.398
60.64,1715.398
60.66,1715.398
60.68,1715.398
60.70,1715.398
60.72,1715.281
60.74,1715.281
60.76,1715.281
60.78,1715.281
60.80,1715.281
60.82,1715.281
60.84,1715.281
60.86,1715.281
60.88,1714.875
60.90,1714.875
60.92,1714.875
60.94,1714.875
60.96,1714.875
60.98,1714.875
61.00,1714.875
61.02,1714.875
61.04,1714.875
61.06,1714.875
61.08,1714.875
61.10,1714.875
61.12,1714.875
61.14,1715.023
61.16,1715.023
61.18,1715.023
61.20,1715.023
61.22,1715.023
61.24,1715.023
61.26,1715.023
61.28,1715.023
61.30,1715.023
61.32,1714.672
61.34,1714.672
61.36,1714.672
61.38,1714.672
61.40,1714.672
61.42,1714.672
61.44,1714.672
61.46,1714.672
61.48,1714.672
61.50,1714.672
61.52,1714.672
61.54,1714.672
61.56,1714.672
61.58,1714.695
61.60,1714.695
61.62,1714.695
61.64,1714.695
61.66,1714.695
61.68,1714.695
61.70,1714.695
61.72,1714.695
61.74,1714.695
61.76,1714.695
61.78,1715.234
61.80,1715.234
61.82,1715.234
61.84,1715.234
61.86,1715.234
61.88,1715.234
61.90,1715.234
61.92,1715.234
61.94,1715.234
61.96,1715.234
61.98,1715.234
62.00,1715.234
62.02,1715.141
62.04,1715.141
62.06,1715.141
62.08,1715.141
62.10,1715.141
62.12,1715.141
62.14,1715.141
62.16,1715.141
62.18,1715.141
62.20,1715.141
62.22,1715.141
62.24,1598.016
62.26,1598.016
62.28,1598.016
62.30,1598.016
62.32,1598.016
62.34,1598.016
62.36,1598.016
62.38,1598.016
62.40,1598.016
62.42,1598.016
62.44,1598.016
62.46,1391.234
62.48,1391.234
62.50,1391.234
62.52,1391.234
62.54,1391.234
62.56,1391.234
62.58,1391.234
62.60,1391.234
62.62,1391.234
62.64,1391.234
62.66,1391.234
62.68,1391.234
62.70,1156.438
62.72,1156.438
62.74,1156.438
62.76,1156.438
62.78,1156.438
62.80,1156.438
62.82,1156.438
62.84,1156.438
62.86,1156.438
62.88,1156.438
62.90,912.047
62.92,912.047
62.94,912.047
62.96,912.047
62.98,912.047
63.00,912.047
63.02,912.047
63.04,912.047
63.06,912.047
63.08,912.047
63.10,912.047
63.12,912.047
63.14,912.047
63.16,783.086
63.18,783.086
63.20,783.086
63.22,783.086
63.24,783.086
63.26,783.086
63.28,783.086
63.30,783.086
63.32,783.086
63.34,741.695
63.36,741.695
63.38,741.695
63.40,741.695
63.42,741.695
63.44,741.695
63.46,741.695
63.48,741.695
63.50,741.695
63.52,741.695
63.54,741.695
63.56,741.695
63.58,727.922
63.60,727.922
63.62,727.922
63.64,727.922
63.66,727.922
63.68,727.922
63.70,727.922
63.72,727.922
63.74,727.922
63.76,727.922
63.78,727.922
63.80,727.922
63.82,724.25
63.84,724.25
63.86,724.25
63.88,724.25
63.90,724.25
63.92,724.25
63.94,724.25
63.96,724.25
63.98,724.25
64.00,724.25
64.02,724.25
64.04,722.352
64.06,722.352
64.08,722.352
64.10,722.352
64.12,722.352
64.14,722.352
64.16,722.352
64.18,722.352
64.20,722.352
64.22,722.352
64.24,722.352
64.26,722.352
64.28,722.891
64.30,722.891
64.32,722.891
64.34,722.891
64.36,722.891
64.38,722.891
64.40,722.891
64.42,722.891
64.44,722.891
64.46,722.891
64.48,722.891
64.50,722.891
64.52,722.891
64.54,722.891
64.56,722.891
64.58,722.891
64.60,722.891
64.62,722.891
64.64,722.891
64.66,722.891
64.68,722.891
64.70,722.891
64.72,722.891
64.74,722.891
64.76,722.984
64.78,722.984
64.80,722.984
64.82,722.984
64.84,722.984
64.86,722.984
64.88,722.984
64.90,722.984
64.92,722.984
64.94,722.984
64.96,722.984
64.98,722.984
65.00,722.984
65.02,722.984
65.04,722.789
65.06,722.789
65.08,722.789
65.10,722.789
65.12,722.789
65.14,722.789
65.16,722.789
65.18,722.789
65.20,722.789
65.22,722.375
65.24,722.375
65.26,722.375
65.28,722.375
65.30,722.375
65.32,722.375
65.34,722.375
65.36,722.375
65.38,722.375
65.40,722.375
65.42,722.375
65.44,722.375
65.46,722.375
65.48,722.313
65.50,722.313
65.52,722.313
65.54,722.313
65.56,722.313
65.58,722.313
65.60,722.313
65.62,722.313
65.64,722.313
65.66,721.891
65.68,721.891
65.70,721.891
65.72,721.891
65.74,721.891
65.76,721.891
65.78,721.891
65.80,721.891
65.82,721.891
65.84,721.891
65.86,721.891
65.88,721.891
65.90,721.891
65.92,721.891
65.94,721.891
65.96,721.891
65.98,721.891
66.00,721.891
66.02,721.891
66.04,721.891
66.06,721.891
66.08,721.891
66.10,721.891
66.12,721.891
66.14,721.891
66.16,721.891
66.18,721.711
66.20,721.711
66.22,721.711
66.24,721.711
66.26,721.711
66.28,721.711
66.30,721.711
66.32,721.711
66.34,721.711
66.36,721.711
66.38,721.711
66.40,721.711
66.42,721.859
66.44,721.859
66.46,721.859
66.48,721.859
66.50,721.859
66.52,721.859
66.54,721.859
66.56,721.859
66.58,721.859
66.60,721.859
66.62,721.859
66.64,721.859
66.66,722.422
66.68,722.422
66.70,722.422
66.72,722.422
66.74,722.422
66.76,722.422
66.78,722.422
66.80,722.422
66.82,722.422
66.84,722.422
66.86,722.422
66.88,722.625
66.90,722.625
66.92,722.625
66.94,722.625
66.96,722.625
66.98,722.625
67.00,722.625
67.02,722.625
67.04,722.625
67.06,722.625
67.08,722.625
67.10,722.625
67.12,722.984
67.14,722.984
67.16,722.984
67.18,722.984
67.20,722.984
67.22,722.984
67.24,722.984
67.26,722.984
67.28,722.984
67.30,722.984
67.32,722.984
67.34,723.289
67.36,723.289
67.38,723.289
67.40,723.289
67.42,723.289
67.44,723.289
67.46,723.289
67.48,723.289
67.50,723.289
67.52,723.289
67.54,723.289
67.56,722.844
67.58,722.844
67.60,722.844
67.62,722.844
67.64,722.844
67.66,722.844
67.68,722.844
67.70,722.844
67.72,722.844
67.74,722.844
67.76,722.844
67.78,722.609
67.80,722.609
67.82,722.609
67.84,722.609
67.86,722.609
67.88,722.609
67.90,722.609
67.92,722.609
67.94,722.609
67.96,722.609
67.98,722.609
68.00,722.609
68.02,722.609
68.04,721.922
68.06,721.922
68.08,721.922
68.10,721.922
68.12,721.922
68.14,721.922
68.16,721.922
68.18,721.922
68.20,721.922
